User;Text;Date;Label
@cnbcindonesia;Hari Ini OJK-BI-Sri Mulyani Buka Suara Soal Ekonomi RI, Ada Soal IHSG?;2024-05-02 23:05:14+00:00;netral
@bukanhadee;blom tidur samsek mending tidur sek apa langsung push tugas;2024-05-02 22:16:43+00:00;netral
@cangkemratuadil;@ojkindonesia PINJOL LEGAL& ILEGAL TIDAK MENJAMIN DATA AMAN ADADANA ADAKMI PINJAMYUK AKU DST MENCEKIK PEMINJAM. PINJOL ADALAH RENTENIR JAHAT YANG DISAHKAN OJK KEMENEKU & PEMERINTAH, KARENA DAPAT BAGIAN JATAH SEPERTI PPN DST OJK KEMENKEU & PEMERINTAH TIDAK MAU MELARANG PINJOL;2024-05-02 22:14:51+00:00;positif
@fckindwyn;Jenang sengkolo iki opo maneh malah ga ngerti aku, ojk mbak trs plss;2024-05-02 21:17:28+00:00;netral
@bukanhadee;03.55 gabisa tidur jumat full kegiatan;2024-05-02 20:55:29+00:00;netral
@bukanhadee;nndi cok;2024-05-02 20:54:37+00:00;netral
@bukanhadee;motoran sambil ngelamun ga sadar tas pouch ku ilang kmn ya;2024-05-02 20:01:42+00:00;netral
@antaranews;OJK Aceh dorong pengembangan ekosistem keuangan inklusif;2024-05-02 17:53:35+00:00;netral
@dntfxkngbllsht;ojk engko ditubir lk ketemu konco lanang e. eh;2024-05-02 17:50:45+00:00;netral
@jiminilover;ke ojk. yahhh kl tau bisa dilaporin kak;2024-05-02 17:50:07+00:00;netral
@bstgirlfriend;Ih km udh ke ktr OJK? Aku tuh mau bantu orang buat lunasin adakami udh DM karywannya adakami di LinkedIn nyaranin lewat OJK aja. Soalnya ada yg udh ke kantor cs adakami jg ga bisa bantu apa2 buat keringanan;2024-05-02 17:24:47+00:00;netral
@bukanhadee;RILLLL DINGIN BATTT ANJIRRRR;2024-05-02 17:24:21+00:00;netral
@bukanhadee;merenung;2024-05-02 17:11:00+00:00;netral
@sioyennn6;temen kerja gua ada joki pinjol. dia tau mana aja yg enggak ojk pinjolnya. sering dapet link buat ajuinnya juga, dan dia aman aman aja enggak dibayar haha, karna nomernya cuma nyimpen istri sama mertuanya aja.;2024-05-02 17:05:35+00:00;positif
@bukanhadee;rasah guyu diy, tak guyu balek kon;2024-05-02 17:05:24+00:00;netral
@limwhyu;Debat pjg dan terus sy kejar, bikin report ke pusat, CC, OJK, BI, menkeu, menteri BUMN, pokonya bodoh amat, yg penting duit gw hrs balik.enak aja nabung buat pendidikan anak2 di embat. Setelah 4bulan baru dibalikin dgn cara dicicil sebanyak 6x. Gila yaaa oknum.ordal itu sih;2024-05-02 16:53:04+00:00;netral
@bukanhadee;eh anjr ak mau cokkk next ajak;2024-05-02 16:51:03+00:00;netral
@Mulyantini48490;Lengkap n kompleksitas sudah, konsolidasi kekuasaan istana. Trias politica fix dlm cengkeraman jokowi. Plus lembaga full suporting demokrasi sistem, KPK, MK,OJK, BI, dst, masuk ekosistem istana. Plt gubernur, bupati, walikota dlm asuhan TK paud mendagri. Lurah target akhir sukses;2024-05-02 16:14:36+00:00;positif
@JambidailyT;OJK Terbitkan Aturan Pembiayaan Transaksi Efek Oleh Perusahaan Efek Dan Transaksi Short Selling https://jambidaily.com/2024/05/02/ojk-terbitkan-aturan-pembiayaan-transaksi-efek-oleh-perusahaan-efek-dan-transaksi-short-selling/…;2024-05-02 15:10:14+00:00;netral
@imigransorga;di facebook ada jual belinya pak, data begituan para pemain judi biasanya pakai cara itu untuk ngakalin pinjol non ojk, gilak kerusakannya bener bener sistematis;2024-05-02 14:55:46+00:00;netral
@VIVAcoid;OJK Rilis POJK Atur Penyelesaian Transaksi Efek dan Short Selling hingga Ketentuan Sanksi;2024-05-02 14:48:37+00:00;netral
@imigransorga;mereka utangnya ke pinjol non ojk, ini yg bisa di ghosting tapi punya utang ke bank, perorangan dan juga koperasi, BI checking mereka ini udah merah juga wkwkwk mereka masih santai padahal kalah udah hampir 200-300jtan (mereka sendiri yg crita, plus liat historynya);2024-05-02 14:35:39+00:00;netral
@heykamuii;ojk lali kopine;2024-05-02 14:13:02+00:00;netral
@DeanPurba17;Hi! Ikut aku di Nex dan kelola uang dengan lebih baik! Tumbuh 5% p.a. Dapatkan kuota transfer dan top up e-wallet gratis setiap bulannya Bank partner diawasi OJK dan dijamin LPS, layanan CS WA 24/7 Klik link untuk download https://appnex.app.link/signup?referral_code=bn19cdk4…;2024-05-02 14:09:51+00:00;positif
@Bisniscom;Asosiasi Buka Suara Usai OJK Rilis Aturan Dasar Penilaian Investasi Dana Pensiun;2024-05-02 13:20:16+00:00;netral
@renaldy_permana;palakkau putusan pengadilan. tinggal ojk n ppat telusur uang lariny kmn, krn jelas pst sistem btn yg bermasalah. org btn berbatik yg di vidio udh tengil bodoh pulak;2024-05-02 13:13:18+00:00;negatif
@kompascom;Kepala Eksekutif Pengawas Perbankan OJK Dian Ediana Rae menjelaskan, BPR yang bangkrut dan tutup memang terindikasi memiliki sejumlah masalah serius.;2024-05-02 13:13:08+00:00;negatif
@yusri_hutasoit;Jalur B #Kumis #KuisKamis Yuk ikutan @daniellsinaga_ @thgrtslbn @Bruce_Ars dapat souvenir menarik nih dari OJK;2024-05-02 13:08:58+00:00;positif
@Reinhar_hanz;Hmmm. Ini BTN yak. Ada apa lagi BTN? Uang nasabah hilang ga 1 org wkwk... Ko sama kaya aplikasi online yang saldo bisa hilang yang ga berizin OJK wkwk;2024-05-02 12:56:30+00:00;negatif
@Mirna_ojk;menang;2024-05-02 12:37:19+00:00;netral
@gguknmini;Flip gangguan bkn ya? Masa aku trf dari bca ke seabank blm masuk. Katanya lg rekonsiliasi dgn bank pengirim. Jd takut bangeett ih karna ga diawasin ojk;2024-05-02 12:21:04+00:00;netral
@hanasukrina;bri itu diawasi ojk dan dijamin LPS Kak, gak perlu worry buat buat nabung. pernah baca statement bri, kalo emang bukan kesalahan nasabah, pasti balik kok uangnya. Nah, kita sebagai nasabah di jaman sekarang harus pinter dan bijak juga. Soalnya makin banyak modus penipuan.;2024-05-02 12:09:33+00:00;positif
@cnbcindonesia;Tingkatkan Likuiditas, OJK Terbitkan Aturan Short Sell Baru;2024-05-02 12:03:27+00:00;netral
@imankuf;Iya kak ayo update balesannya apa. Dia jg berani banget bilang bahwa itu sesuai sop di laporan portal ojk, aku lagi nunjukkin bagian mana yang sesuai sop;2024-05-02 12:02:25+00:00;netral
@digiexchangeid;Bulan Literasi Kripto (BLK) secara resmi telah dibuka hari ini 2 - 30 Mei 2024 Acara ini dihadiri oleh Menteri Perdagangan dan Ketua Dewan Komisioner OJK. Akan ada roadshow di kota-kota besar di Indonesia serta seluruh rangkaian kegiatan akan dilaksanakan secara offline,;2024-05-02 11:42:38+00:00;netral
@antarabiz;OJK rilis aturan pembiayaan transaksi efek dan transaksi short selling;2024-05-02 11:39:06+00:00;netral
@bankneocommerce;5. Periode giveaway hingga 3 Mei 2024, jam 12.00 WIB Ayo, tulis dukunganmu sekarang! Info lengkap mengenai Bank Neo Commerce dan neobank, kunjungi https://bit.ly/bankneocommercewebsite… PT Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS.;2024-05-02 11:35:19+00:00;netral
@rizieqdivist;Gak seharusnya nasabah diperlakukan spt ini oleh pihak Bank. Soal simpanan yg hilang jelas tggjwb bank dan itu hak nasabah, bukan sesuatu yg negotiable apalagi sampai pihak bank nyewa lawyer utk membela diri. Publik makin bertanya2. Lalu dimana tggjwb OJK?;2024-05-02 11:34:48+00:00;negatif
@JeniusConnect;Customer Service resmi Jenius (24 jam): Call Center: 1500 365 E-mail: jenius-help@btpn.com X: @jeniushelp PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK), Bank Indonesia (BI) dan merupakan peserta penjaminan LPS.;2024-05-02 11:34:39+00:00;netral
@Nov_174;Ga ada yg ga jumbo. Coba untuk @kemenkeu gimana ceritanya pegawai OJK juga smua wow.;2024-05-02 11:32:47+00:00;netral
@SyafiraFalisha;OKNUM DC PINJOL | kalo kalian di sebar data DC pinjol segera laporkan ke pihak OJK ya guys #edukasi #konsultasigratis #solusi #jokipinjolamanah Sorotan Pengikut;2024-05-02 11:30:11+00:00;positif
@adjvudicate;Kalo ilegal gak terdaftar di OJK sih... Kalo ilegal, sengaja maupun gak sengaja, itu bakalan sama pola dan terornya.;2024-05-02 10:24:40+00:00;netral
@Mfthrrzkk;kayanya spklu pekanbaru = medan bakalan berasib sama kedepannya tau sendiri di daerah sana ada suku yg hobi thrifting benda logam;2024-05-02 10:23:21+00:00;netral
@bukanhadee;gkb lante 8 kudu pake kartu anjr trus ak naik e pie ya;2024-05-02 10:18:46+00:00;netral
@investortrustid;OJK Perkuat Likuiditas dan Pendalaman Pasar Keuangan Melalui Pembiayaan Transaksi Margin https://investortrust.id/news/ojk-perkuat-likuiditas-dan-pendalaman-pasar-keuangan-melalui-pembiayaan-transaksi-margin…;2024-05-02 10:17:47+00:00;positif
@bukanhadee;untung perplexity;2024-05-02 10:17:15+00:00;netral
@heiyakawa;lbe (8,5/10) huwuw iki bener jare womg wong gak secomplicated nak to tp yo ojk diremehne seh opsine mirip2 ges;2024-05-02 10:17:01+00:00;netral
@na_deeene;Cv ojk juga gapapa, kak;2024-05-02 10:16:22+00:00;netral
@bukanhadee;lho lhoo sok asik;2024-05-02 10:15:39+00:00;netral
@heiyakawa;eh btw ojk berpaku mbek iki reek tiwas kon kbeh sesat soale kan per sesi bedo soal yo;2024-05-02 10:14:49+00:00;netral
@pinkpawsbiscuit;Ada. Search aja di google ‘daftar pinjol legal dan ilegal ojk’ pasti banyak beritanya;2024-05-02 10:13:21+00:00;netral
@Mfthrrzkk;sak sungai;2024-05-02 10:10:00+00:00;netral
@bukanhadee;kbacut sumpah;2024-05-02 10:09:22+00:00;netral
@Sakii190;Blm kak, nanti malam mau coba email lagi termasuk k semua apk yg blm ku kirim, Klo kayak gini email CC k ojk jg gk ???;2024-05-02 10:08:37+00:00;netral
@ojkindonesia;Kamu bisa berkesempatan mendapatkan souvenir menarik dari OJK Indonesia dengan menjawab pertanyaan di kolom komentar. Berikut syarat dan ketentuan untuk mengikuti #Kumis: #OJKIndonesia #OJK #Hardiknas #Keuangan #Kumis #KuisKamis;2024-05-02 10:08:33+00:00;positif
@ojkindonesia;POJK 6/2024 ini merupakan penyempurnaan dari ketentuan yang sebelumnya diatur dalam Peraturan Otoritas Jasa Keuangan Nomor 55/POJK.04/2020 tentang Pembiayaan Transaksi Efek oleh Perusahaan Efek Bagi Nasabah dan Transaksi Short Selling oleh Perusahaan Efek (POJK 55/2020),;2024-05-02 10:04:23+00:00;netral
@ojkindonesia;#SiaranPersOJK OJK menerbitkan Peraturan Otoritas Jasa Keuangan Nomor 6 Tahun 2024 tentang Pembiayaan Transaksi Efek oleh Perusahaan Efek Bagi Nasabah dan Transaksi Short Selling oleh Perusahaan Efek (POJK 6/2024).;2024-05-02 10:04:22+00:00;netral
@Bumi39316;Pak gimana masalah judol & pinjol? Menkominfo & OJK itu ngapain aja? Bapak nggak terganggu yah dengan fakta bahwa Indonesia pemain judol paling besar di dunia. Benahi dulu masalah ini yang sangat merusak mental dan menyengsarakan banyak orang.;2024-05-02 10:00:02+00:00;negatif
@pinkpawsbiscuit;Legal kalau pinjolnya udah kedaftar di ojk sama afpi, ilegal kalau engga. Supaya tau legal apa engga kalau ga salah ada daftarnya di ojk. Ilegal itu pasti cepet ganti2 nama app dan nyantumin logo ojk padahal dia nggak berizin;2024-05-02 09:50:24+00:00;negatif
@bukanhadee;sabar bgt aku iki ncen;2024-05-02 09:45:09+00:00;netral
@Bisniscom;OJK Rilis Aturan Penilaian Investasi Dana Pensiun, Dapen Bank Mandiri Buka Suara;2024-05-02 09:27:33+00:00;netral
@coinvestasi;Keynote speech oleh Pak Hasan dari @ojkindonesia -Kemajuan teknologi & inovasi keuangan bisa memberikan kemudahan akses keuangan dan mempercepat layanan keuangan -OJK minta kita explore dan lebih pahami regulasi sandbox untuk memperlihatkan manajemen risiko dan manfaat dari;2024-05-02 08:56:21+00:00;netral
@upgaaa;Bedain ilegal dan legal gimana kak? Jujur gtw kenapa kadang ada iklan trus ditempel ojk itu masuknya legal kah;2024-05-02 08:53:39+00:00;netral
@upgaaa;bedain ilegal atau legal darimana? ga takut masuk ojk kah;2024-05-02 08:52:27+00:00;netral
@Sakii190;Guys,klo mau lapor OJK itu lewat mana ya? Coba via WA balasan template,;2024-05-02 08:07:47+00:00;netral
@WiliCab99;Ada lembaga pengawas Bank, OJK kalau masih gag puas bisa dibawa ke Pengadilan.;2024-05-02 08:02:21+00:00;netral
@pinkpawsbiscuit;Mereka ga bakal nagih ke rumah tp mereka bakal sadap semua datamu dan neror dg bikin foto editan bugil gitu salah satunya, cara penagihan mereka jg nyeleneh/nggak ngikutin aturan ojk wong namanya aja ilegal;2024-05-02 07:59:31+00:00;positif
@ryleemh_;Lek qtime mu wes cukup lapo sek njauk lebih ojk terlalu menuntut seng g perlu nder.;2024-05-02 07:51:33+00:00;netral
@bukanhadee;ngopo yo upacara capek pdhl meneng tok;2024-05-02 07:35:59+00:00;netral
@antarabiz;OJK: Ada 1,36 juta agen laku pandai dari 34 bank di Indonesia;2024-05-02 07:35:07+00:00;netral
@bukanhadee;pertanyaan retoris;2024-05-02 07:34:39+00:00;netral
@B168iceps;Sepertinya LAPS tidak berguna atau mereka sengaja menutupi keburukan anggotanya? Hari ini saya membuat laporan langsung di website LAPS #penipuan #ojk;2024-05-02 07:25:42+00:00;negatif
@ojkindonesia;Ke depannya jika mengalami permasalahan dg lembaga jasa keuangan yg berizin OJK segera laporkan ke APPK di http://kontak157.ojk.go.id. Kakak jg bisa DM Instagram @kontak157 ya Kak. Info lanjut hub Kontak OJK 157, email konsumen@ojk.go.id, atau Whatsapp 081157157157. Terima Kasih;2024-05-02 07:24:09+00:00;negatif
@ojkindonesia;Halo Kak, mohon maaf atas ketidaknyamanannya. Masukan Kakak menjadi perhatian kami untuk meningkatkan layanan lebih baik lagi.;2024-05-02 07:22:13+00:00;positif
@idntalk_com;OJK Sulteng menerima 207 layanan konsumen sampai Maret 2024 https://berita.idntalk.com/ojk-sulteng-menerima-207-layanan-konsumen-sampai-maret-2024…;2024-05-02 07:22:12+00:00;netral
@djokosan;OJK Beri Restu, Manulife Indonesia Bakal Spin Off Unit Usaha Syariah;2024-05-02 07:22:03+00:00;netral
@bukanhadee;grup kluarga siang ini padu msalah parkir motor;2024-05-02 07:20:40+00:00;negatif
@bukanhadee;jalangkung mini;2024-05-02 07:10:24+00:00;netral
@bukanhadee;dikiro aku gaiso ngno ye;2024-05-02 07:04:46+00:00;netral
@JR_Sulsel;selaku Manager Tim Implementasi Kebijakan SPPUR KPW Bank Indonesia Sulawesi Selatan, Bondan Kusuma selaku Deputi Direktur Layanan Manajemen Strategis & Koordinasi Regional Kantor OJK Sulawesi Selatan & Sulawesi Barat, AKBP Satya Widhy Widharyadi S.I.K.,M.K.P;2024-05-02 07:04:16+00:00;netral
@idx_channel;OJK Cabut Izin Usaha BPR Dananta Kudus http://dlvr.it/T6JG4W;2024-05-02 06:41:34+00:00;netral
@UGM_FESS;"ugm_fess ada yang magang di OJK bulan ini ngga ya? rep dong sender mau tanya-tanyaa :""";2024-05-02 06:39:25+00:00;netral
@bukanhadee;200k 2 pekan yes or no;2024-05-02 06:35:45+00:00;netral
@revo_litas;Kalo itu dari bank data mas, jadi asuransi kerja sama secara legal sama bank rekanan, terus data nasabah itu diberikan ke kita, appropal asuransi jga gak sembarangan, kalo kita nolak yudah, kalo asuransi itu di izinin Sama OJK, Jadi meski data kita di beli mereka .aman;2024-05-02 06:35:41+00:00;positif
@antarabiz;OJK Sulteng menerima 207 layanan konsumen sampai Maret 2024;2024-05-02 06:33:33+00:00;netral
@Bayanaka_2020;OJK lembaga yg tidak berguna bagi Masayrakat perbankan , Hanya ketat mengawasi system keuangan tapi tidaknketat mengawasi uang nasabah!;2024-05-02 06:24:59+00:00;negatif
@puspenpol;Guru dan Pinjol Guru menjadi kelompok profesi utama menempati klasemen pertama yang paling banyak terjerat pinjol. Data dari OJK tersebut menunjukkan bukti jika kesejahteraan masih menjadi masalah utama yang dihadapi oleh para guru.;2024-05-02 05:57:13+00:00;negatif
@mstfddd;enggak dong, karena kaipay itu dibackup sama kaspro yg mana berupa e-wallet, jadi dibawah izin Bank Indonesia bukan ojk;2024-05-02 05:40:02+00:00;netral
@maximilan_angel;https://finance.detik.com/moneter/d-7320716/bank-ini-bangkrut-izinnya-dicabut-ojk… Otoritas Jasa Keuangan (OJK) mencabut izin usaha PT BPR Dananta yang beralamat di Jalan Ronggolawe Ruko Nomor 19 A, Kabupaten Kudus, Provinsi Jawa Tengah.;2024-05-02 04:55:16+00:00;netral
@peluangnewsid;Usai mencabut izin usaha dari sejumlah Bank Perkreditan Rakyat (BPR) beberapa waktu lalu, kini Otoritas Jasa Keuangan (OJK). Selengkapnya di http://peluangnews.id #majalahpeluang #gagasandansolusibisnis #peluangmediagroup #bpr #ojk #otoritasjasakeuangan #lembagakeuangan;2024-05-02 04:54:34+00:00;netral
@Newstagar;Izin Usaha BPR Dananta Kudus Dicabut OJK, Dana Nasabah Aman Dijamin LPS https://beritaperbankan.id/izin-usaha-bpr-dananta-kudus-dicabut-ojk-dana-nasabah-aman-dijamin-lps/…;2024-05-02 04:45:18+00:00;positif
@waspadadotid;OJK Sosialisasi Perencanaan Keuangan Bersama GenZ https://waspada.id/ekonomi/ojk-sosialisasi-perencanaan-keuangan-bersama-genz/…;2024-05-02 04:36:35+00:00;netral
@socialess_21;Gampangannya BI ngeset goal, OJK nyiapin pasukan yang sehat biar goalnya dapet.;2024-05-02 04:31:51+00:00;netral
@promiszeu;Kirim bukti ke ojk, kan mereka yang bilang kalau sebar data/nagih ke luar kondar = lunas;2024-05-02 04:29:55+00:00;netral
@minase_nayuki;Yup, polisi/ jaksa PUN harus pake surat BI/ OJK atau surat kuasa pemilik klo mo minta data SIMPANAN;2024-05-02 04:28:52+00:00;netral
@socialess_21;Contoh paling konkrit: Misal, BI ngumumin suku bunga rendah. Gimana cara OJK biar efek shock ini ke lembaga-lembaga keuangan tetep sehat? Gampangnya OJK bisa ngeluarin kebijakan restrukturisasi kredit/pembiayaan;2024-05-02 04:24:49+00:00;netral
@na_deeene;Coba aja, kak. Tapi jangan berekspektasi banyak ke ojk sama afpi, mereka bakal minta bukti;2024-05-02 04:24:08+00:00;netral
@paipiapaipia;kalo ditanya apa hubungan OJK dan BI berarti jawabnya apa ya, mohon pencerahan;2024-05-02 04:03:05+00:00;netral
@socialess_21;Gak ada peran apa-apa. Itulah kenapa OJK dibilang fokusnya di mikroprudensial--makroprudensial di BI. OJK cuma fokus yang penting lembaga-lembaga keuangan regulated & sehat.;2024-05-02 04:02:03+00:00;netral
@g4kta;katanya di jamin OJK, yg di jamin apanya inih;2024-05-02 03:58:55+00:00;netral
@paipiapaipia;kalo gitu pas BI ngelakuin operasi moneter, OJK perannya biasanya apa;2024-05-02 03:56:56+00:00;netral
@socialess_21;Pasar uang --> instrumen yang diterbitin sifatnya jangka pendek. Pasar modal --> instrumennya jangka panjang. Kenapa di bawah BI bukan OJK? Karena operasi moneter itu dilakukan di pasar uang untuk kepentingan kecepatan transmisi operasi tadi.;2024-05-02 03:52:32+00:00;netral
@gadisbeliaaaa;Terjadi lagi semalam. ‘Yoo ojk dewean ngunu ta’;2024-05-02 03:48:35+00:00;netral
@Bisniscom;Manulife Indonesia Umumkan Rencana Spin Off UUS, Sudah Dapat Restu OJK;2024-05-02 03:35:09+00:00;netral
@ojkindonesia;Halo Kak OVO merupakan penyelenggara jasa sistem pembayaran yang berada di bawah pengawasan @bank_indonesia . Silakan sampaikan pengaduanmu ke Bank Indonesia ya. Semoga membantu.;2024-05-02 03:29:12+00:00;netral
@ojkindonesia;Dengan paham keuangan bisa membantu kita mengatur keuangan dan meraih cita-cita yang kita inginkan. Selamat Hari Pendidikan Nasional, 2 Mei 2024. Mari bergerak bersama lanjutkan merdeka belajar #OJKIndonesia #Keuangan #Hardiknas2024 #HariPendidikanNasional #MerdekaBelajar;2024-05-02 03:19:32+00:00;netral
@ojkindonesia;Yuk terus tingkatkan kemampuan kita dengan mengenyam pendidikan setinggi-tingginya, termasuk belajar keuangan nih. OJK menyediakan e-learning management system OJK (LMSKU) utk belajar keuangan di situs http://lmsku.ojk.go.id. Bisa dapat sertifikat & hadiah menarik lho, gratis!;2024-05-02 03:19:31+00:00;positif
@ojkindonesia;Selamat Hari Pendidikan Nasional 2024 Hari Pendidikan Nasional (Hardiknas) diperingati pada 2 Mei setiap tahunnya. Hari Pendidikan Nasional menjadi momentum untuk menghargai jasa para pejuang pendidikan dan meningkatkan semangat dalam mencerdaskan kehidupan bangsa.;2024-05-02 03:19:29+00:00;netral
@thinkyup_id;Hai Kak .. kami dapat menjamin data kakak aman karena Yup bekerja sama dengan lembaga keuangan yang berizin dan diawasi oleh OJK kak. Sekiranya kaka butuh bantuan untuk pengecekan lebih lanjut, boleh hubungi kami melalui DM ya kak;2024-05-02 02:47:22+00:00;positif
@anggamarlo;Teman-teman, semakin banyak platform yang menyediakan pembayaran. Tetap hati-hati ya, pastikan platform tersebut mendaftarkan alat pembayarannya ke OJK.;2024-05-02 02:28:13+00:00;netral
@ojkindonesia;Halo Kak OVO merupakan penyelenggara jasa sistem pembayaran yang berada di bawah pengawasan @bank_indonesia . Silakan sampaikan pengaduanmu ke Bank Indonesia ya.;2024-05-02 02:28:01+00:00;netral
@nusabalicom;Otoritas Jasa Keuangan (OJK) mendorong para pegawainya untuk terus memperkuat integritas dan sikap anti-korupsi dengan meneladani hidup dan perjuangan R.A. Kartini yang berpekerti luhur, jujur dan anti-korupsi.;2024-05-02 02:22:00+00:00;netral
@anggamarlo;Lebih tepatnya terdaftar di OJK atau tidak, fungsinya OJK mengawasi;2024-05-02 02:17:54+00:00;negatif
@lifeatbtpn;Capai kemajuan negeri yang #LebihBerarti dengan memberi edukasi yang layak kepada para generasi penerus bangsa! Selamat Hari Pendidikan Nasional - PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK), Bank Indonesia (BI) dan merupakan peserta penjaminan LPS.;2024-05-02 02:16:39+00:00;netral
@suaraindonews_;Komisi XI DPR RI Dorong Peran OJK dan Himbara dalam Meningkatkan Pertumbuhan Ekonomi Jawa Tengah https://suaraindonews.com/komisi-xi-dpr-ri-dorong-peran-ojk-dan-himbara-dalam-meningkatkan-pertumbuhan-ekonomi-jawa-tengah/…;2024-05-02 02:12:20+00:00;netral
@bankneocommerce;Gak ada kata terlambat untuk belajar, karena setiap hari adalah kesempatan untuk menambah ilmu. Selamat Hari Pendidikan! PT Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS. #neobank #UntungPakaineobank #HariPendidikan2024;2024-05-02 01:33:06+00:00;netral
@mantannyaYoona;OJK nya juga BUMN Jadi sama² main salah²an kalau ada kesalahan.;2024-05-02 00:09:02+00:00;negatif
@syahrhlk;halo kak boleh nanya2 soal magang ojk?;2024-05-02 00:00:59+00:00;netral
@txttransportasi;Punten, KAIPay ini dilindungi OJK gak ya? Potongan buat sekedar top up (isi ulang)-nya lumayan gede juga.;2024-05-02 00:00:00+00:00;netral
@dantsus;Buat OJK apakah bangga sektor keuangan meningkat ternyata menutup mata manajemen bank @KemenBUMN lakukan manipulasi catat buku akunting? Jika kencang memang bank tsb dapat ditutup. NPL akan diatas 10,.. berpuluh triliun kredit2 macet NPL dlm. Slik @ojkindonesia lancar. @KPK_RI;2024-05-01 23:59:56+00:00;netral
@lemontese;biar apa sih slik ojk/bi checking bersih klo lu aja stress setengah mati? gw sih gamau njir bodo amat.;2024-05-01 23:58:52+00:00;netral
@lemontese;utang dah gede masih mikirin bi checking/slik ojk? makin modar. lu tuh udh ga mampu bayar utang, klo udh nyampe tahap galob tulob, itu tandanya lu udh ga mampu? ngapain lagi lu tuh. nabung utang? kadang kesel liat orang galob tulob soalnya susah dibilangin kek gw dulu wkwk;2024-05-01 23:55:46+00:00;netral
@mycroftisgood;Yah itu salah km sendiri asal buka link dari akun wa ga jelas. Tp knp org2 masih suka nyimpen uang di ewallet kaya d*na pdhl sering bgt kejadian kaya gini? Lbh baik emg simpen di bank yg emg fungsinya buat simpen uang dan diawasin bi dan ojk;2024-05-01 23:55:12+00:00;positif
@alpacino070707;ga tracking sosmed,oren emang kluar kondarudh sering d pgil ojk tuh;2024-05-01 23:51:22+00:00;netral
@S2946YR_Nj;Wkwk yg ada dinaikin krn dulu mau incar FKH, aku Sampek debat Ama bapak takutnya malah kena UKT tinggi dan ndk mampu, bahkan sisa hutang di Bank aja aku masukin takutnya kena BI checking dg OJK. Tapi untung aja dapet UKT mandiri gol paling rendah, walau ndk tembus di FKH nya;2024-05-01 23:14:28+00:00;netral
@mixtomax77;Ojk kakean provok ta ws gk usah fafifu kyk jateng an intine pokok kelakon. Kekean provok ketemu panggon sg kenek laine engkok yo repot kon malah dekem. Karuane kon disik i mancing olh bandungan tmbang provok ng kene. Sg olh jateng an sg manasi malah kene longor bukan maen;2024-05-01 22:58:08+00:00;netral
@palajces;bapak gue ojk dah dari 95. tapi katanya gen z banyak yg ngundurin diri gara2 sakit hati wkwk;2024-05-01 21:17:19+00:00;netral
@FeyDown;Parah sekali bank pemerintah ini. Katanya diawasi OJK koq begini @ojkindonesia;2024-05-01 20:27:39+00:00;netral
@ynrxptra;lek gwoblok ojk di borong kabeh wel towel;2024-05-01 19:32:09+00:00;netral
@bukanhadee;upacara jam stgh 7 mending tidur gak?;2024-05-01 19:06:01+00:00;netral
@lumikaLabs;main crypto kok ngutang , hidup masih sama ortu pula . apalagi pelajar. pinjol nunggak slik ojk bri cheking skornya jelek. bisa jadi patokan masa depan sulit cari gawe;2024-05-01 17:42:19+00:00;sangat negatif
@bukanhadee;gak nasionalis;2024-05-01 17:18:30+00:00;netral
@Berpuiisi;Kesenengan kalo begitu mah elunya. OJK tuh organisasi Jempol kelingking.;2024-05-01 17:06:41+00:00;netral
@m_andyasra;Katanya uang nasabah dijamin OJK;2024-05-01 17:01:26+00:00;netral
@dotpierces;mauu dongs;2024-05-01 16:34:12+00:00;netral
@dotpierces;ngga dong manies‍;2024-05-01 16:27:20+00:00;netral
@bukanhadee;GOLEKI KONCO”MU I LHO;2024-05-01 16:24:28+00:00;netral
@bukanhadee;sipaling bgtt cokkk cukimakkk;2024-05-01 16:21:40+00:00;netral
@dotpierces;WKWKWK beneng nih bang;2024-05-01 16:16:17+00:00;netral
@bukanhadee;sek sampek tgl 7;2024-05-01 16:14:38+00:00;netral
@G0mb4k;Pinjol kan ada yg lisensi OJK dll.artinya negara yes sama pinjpl;2024-05-01 16:10:34+00:00;netral
@DaddyAshari;Klo gw nih ye... Buka wallet kripto mis di pintu indodax ato yg lain yg berizin OJK Lalu beli mis BTC or ETH senilai 500rb Amati pergerakannya jk naik tajam jual Perhatikan jg margin n pajak ketika jual Gk perlu templat templet an;2024-05-01 15:36:37+00:00;netral
@dantsus;@KemenBUMN @erickthohir @jokowi @ojkindonesia @KPK_RI @bpkri tambah lagi manajemen bank BUMN manipulasi pembukuan. Kredit2 tdk sop npl macet direkayasa slik OJK lancar. OJK titip mata telinga. Perbankan perlu meniru cara rekayasa pembukuan agar npl bisa 1,.. laba tinggi;2024-05-01 15:11:17+00:00;netral
