User;Text;Date;Label;Cleaned_Text
@alazka87;Ngono iku ojk di terusno mas, lanjut mene maneh;2024-04-08 18:10:29+00:00;netral;ngono iku ojk terusno ma mene maneh
@Mfthrrzkk;"kami menyebutnya ""Tumbuang""";2024-04-08 17:22:20+00:00;netral;menyebutnya tumbuang
@rizalLnyabesar;Wes ojk tukaran. Kalian berdua kirim skin ng aku, dah adil wkwkwk;2024-04-08 17:20:08+00:00;netral;wes ojk tukaran berdua kirim skin ng dah adil wkwkwk
@samidddi;makane lek miskin iku ojk males mas https://x.com/ub_mfs/status//ub_mfs/status/1777224707118600388…;2024-04-08 16:34:52+00:00;netral;makane lek miskin iku ojk male ma
@rismawirawan;tadi dr pihak OJK minta file pdf slik kak. kakak juga kasusnya serupa?coba kak di up juga aja disini :’);2024-04-08 16:23:10+00:00;netral;dr ojk file pdf slik kak kakak kasusnya serupacoba kak up aja
@sgrcndygf;gakpopo nder,wis ojk nangizz;2024-04-08 15:42:48+00:00;netral;gakpopo nderwis ojk nangizz
@SyafiraFalisha;OJK PANTAU PAYLATER | semakin banyak aduan OJK pantau ketat paylater ya guys #edukasi #konsultasigratis #solusi #jokipinjolamanah Sorotan Pengikut;2024-04-08 15:21:53+00:00;positif;ojk pantau paylater aduan ojk pantau ketat paylater ya guy edukasi konsultasigratis solusi jokipinjolamanah sorotan pengikut
@anoyvyns;Jadi ingat kemarin nomernya bos OJK di jadikan nomer darurat sama nasabah pinjol;2024-04-08 14:23:00+00:00;netral;kemarin nomernya bos ojk jadikan nomer darurat nasabah pinjol
@IDNTimes;OJK Catat Kenaikan Kredit Macet Pinjol, 360Kredi Lakukan Ini;2024-04-08 14:04:35+00:00;netral;ojk catat kenaikan kredit macet pinjol kredi lakukan
@Mfthrrzkk;namanya juga kisah badut;2024-04-08 13:32:18+00:00;positif;namanya kisah badut
@rismawirawan;disini gw melakukan 3 pengaduan ke OJK. pertama ke PT Commerce Finance, kedua ke PT seabank, dan ketiga ke DBS bank.;2024-04-08 13:19:12+00:00;netral;gw pengaduan ojk pt commerce finance pt seabank ketiga db bank
@Mfthrrzkk;tapi tetep aja profit bandaranya masuk ke kantong bos bos gudang garam perokok mah tetap penyakitan dan miskin petani tembakau tetap miskin juga;2024-04-08 12:00:30+00:00;netral;tetep aja profit bandaranya masuk kantong bos bos gudang garam perokok mah penyakitan miskin petani tembakau miskin
@Mfthrrzkk;kantornya mirip kost kosan, pesan di forward (berarti dikirim ke banyak orang) tiati nder tra di suruh gabung pialang atau penipuan;2024-04-08 11:56:33+00:00;sangat negatif;kantornya kost kosan pesan forward dikirim orang tiati nder tra suruh gabung pialang penipuan
@Izaaasaja;Kalau sampe nyebar data bisa dilaporkan kak kek ojk, aku juga ngancem kalau sebar data bakal aku laporin ojk diem skrg. Harus sabar aja ngadepin DC nya;2024-04-08 11:31:55+00:00;netral;sampe nyebar data dilaporkan kak kek ojk ngancem sebar data laporin ojk diem skrg sabar aja ngadepin dc nya
@bankneocommerce;Ngucapin sih, tapi kok gini? Hati-hati phising berkedok ucapan Lebaran! Selalu waspada, Neotizen! *phising: pencurian data pribadi oleh pelaku penipuan PT Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS.;2024-04-08 10:42:58+00:00;sangat negatif;ngucapin sih gini hatihati phising berkedok ucapan lebaran waspada neotizen phising pencurian data pribadi pelaku penipuan pt bank neo commerce tbk berizin diawasi ojk bank peserta penjaminan lp
@courztly;banyak kasus kayak saldo nya kesedot sendiri tp banyak juga yang kasus kayak gitu karena kelalaian pengguna nya, jelek nya dana juga cs nya kurang responsif sih + danaa katanya enggak diawasin ojk. aku saranin kalau mau nabung nabung gitu mending jangan ke ewallet;2024-04-08 10:06:07+00:00;sangat negatif;kayak saldo nya kesedot tp kayak gitu kelalaian pengguna nya jelek nya dana c nya responsif sih danaa diawasin ojk saranin nabung nabung gitu mending ewallet
@Mfthrrzkk;kalo pun ada yg viral nanti muncul versi remix sama versi koplonya katanya biar lebih indonesia dikira sumatra gak masuk indonesia apa;2024-04-08 09:57:44+00:00;netral;kalo yg viral muncul versi remix versi koplonya biar indonesia sumatra gak masuk indonesia
@kredivo;@Mamaknya_ika mohon maaf sebelumnya ya kak, Kredivo hanya menjalankan ketentuan dari OJK, setiap keterlambatan dikenakan bunga denda 10% per 1 bulan serta ada pengingat oleh tim terkait. #1;2024-04-08 09:57:00+00:00;netral;mohon maaf ya kak kredivo menjalankan ketentuan ojk keterlambatan dikenakan bunga denda pengingat tim terkait
@chnljhn;WTA kalo gak nutup rekening bisa masuk ke slip (?) OJK kah?? Pas mau login udah gak terdaftar sih, tp dulu gak ngurus penutupan akun. Kalo mau ngurus apa harus bayar admin yg bertahun gak dibayar apa gimana?;2024-04-08 09:25:14+00:00;netral;wta kalo gak nutup rekening masuk slip ojk kah pa login udah gak terdaftar sih tp gak ngurus penutupan akun kalo ngurus bayar admin yg bertahun gak dibayar gimana
@kireimiya;nabung di SEABANK bagus bgttt!! aman diawasi OJK + peserta penjaminan LPS, free biaya admin bulanan & free transfer kmn ajaa yukk daftar skrg mumpung ada bonus saldo kalo daftar bisa di cek penjelasannya disini yaa^^ (https://x.com/CrescenciaMin/status/1770638365563785620?t=17NClvZBEQLw_iJNOlQTRw&s=19…);2024-04-08 09:24:18+00:00;positif;nabung seabank bagus bgttt aman diawasi ojk peserta penjaminan lp free biaya admin bulanan free transfer kmn ajaa yukk daftar skrg mumpung bonus saldo kalo daftar cek penjelasannya yaa
@JeniusConnect;Customer Service resmi Jenius (24 jam): Call Center: 1500 365 E-mail: jenius-help@btpn.com X: @jeniushelp PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK), Bank Indonesia (BI) dan merupakan peserta penjaminan LPS.;2024-04-08 09:11:42+00:00;netral;customer service resmi jenius jam call center email jeniushelpcom x pt bank btpn tbk berizin diawasi otoritas jasa keuangan ojk bank indonesia bi peserta penjaminan lp
@SansS4nbg;Agree. Yg jd konsen gue adalah “platform”-nya dan bukan pada bagian “pengawasan ojk” nya. Gue berangkat dari resiko sistem digital, bnyk kasus dan org yg abai ttg keamanannya. Jd yg paling tepat gue rasa ya menabung model konvensional yg lama.;2024-04-08 09:01:02+00:00;positif;agree yg jd konsen gue platformnya pengawasan ojk nya gue berangkat resiko sistem digital bnyk org yg abai ttg keamanannya jd yg gue ya menabung model konvensional yg
@singa_fintech;Ini nih cara agar pinjaman kamu di Singa cepat disetujui! yuk ajukan pinjaman di Singa! ————————————————— PT Abadi Sejahtera Finansindo telah berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) 1500066 cs@singa.id #SingaFintech #KreditDigital #PinjamanOnline;2024-04-08 09:00:01+00:00;positif;nih pinjaman singa cepat disetujui yuk ajukan pinjaman singa pt abadi sejahtera finansindo berizin diawasi otoritas jasa keuangan ojk csid singafintech kreditdigital pinjamanonline
@Serlokayokgas;Bukannya dana sudah tidak kerja sama dengan OJK gak sih? Lebih aman gopay atau ovo malah mau puluhan juta jg aman aja;2024-04-08 08:57:14+00:00;positif;dana kerja ojk gak sih aman gopay ovo puluhan juta jg aman aja
@milamila_m;Oleh karena itu, pastikan lindungi PIN-mu dengan baik. Tips ini juga disampaikan oleh OJK. #JagaDataPribadi #TetapWaspadaSoceng #reqread;2024-04-08 08:44:42+00:00;positif;pastikan lindungi pinmu tip ojk jagadatapribadi tetapwaspadasoceng reqread
@aaajaeam;undangan e ojk lali;2024-04-08 08:41:14+00:00;netral;undangan e ojk lali
@dicoding;PT Bank DBS Indonesia berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) dan Bank Indonesia (BI), serta merupakan peserta penjaminan Lembaga Penjamin Simpanan (LPS).;2024-04-08 08:32:48+00:00;netral;pt bank db indonesia berizin diawasi otoritas jasa keuangan ojk bank indonesia bi peserta penjaminan lembaga penjamin simpanan lp
@Mirna_ojk;#yes #thr plus #cuti 7 hari;2024-04-08 08:21:21+00:00;netral;yes thr plus cuti
@rasa_original;Gua pasti udah kerja di OJK atau BI. Kedua gua masih bareng sama Millen gak ketemu tuh mantan gua yg jahat kmrn.;2024-04-08 07:34:08+00:00;netral;gua udah kerja ojk bi gua bareng millen gak ketemu tuh mantan gua yg jahat kmrn
@CillaMarti99647;Iya ka, aku CC ojk;2024-04-08 07:31:13+00:00;netral;iya ka cc ojk
@DropHuntt;"Shopee mana ada pake nomor pribadi kayak gitu Lagian telat sebulan itu status di SLIK OJK masih ""Perhatian khusus"", belum jadi kredit ""Macet"". Mana bisa blacklist OJK. Dikerjain bocil2 DC. Tunggu aja 3 hari gw jamin gak ada yg nongol";2024-04-08 06:41:52+00:00;netral;shopee pake nomor pribadi kayak gitu telat sebulan status slik ojk perhatian khusus kredit macet blacklist ojk dikerjain bocil dc tunggu aja gw jamin gak yg nongol
@nes5aseptina23;Di teror ga tuh ? Hei penipu gada otak ! Karna anda, saya yang di teror ! Kalo mau nipu, cari yang anda tipu pun dia masih bisa kasih makan anaknya ! Udah kek gini, anak saya dan keluarga saya pun terancam Salah saya percaya pada orang yang salah;2024-04-08 06:36:07+00:00;negatif;teror ga tuh hei penipu gada otak karna teror kalo nipu cari tipu kasih makan anaknya udah kek gini anak keluarga terancam salah percaya orang salah
@bursasyariah;Setuju ga sih, kolaborasi jadi kunci kemajuan keuangan syariah? Yuk, share pendapatmu tentang keuangan syariah di kolom komentar! #syariah #syariahislam #syariahbisnis #SyariahFinance #ojkindonesia #ojk #ramadan #ramadankarim #ramadanvibes #ramadan1445h #ramadankareem;2024-04-08 06:09:48+00:00;netral;setuju ga sih kolaborasi kunci kemajuan keuangan syariah yuk share pendapatmu keuangan syariah kolom komentar syariah syariahislam syariahbisnis syariahfinance ojkindonesia ojk ramadan ramadankarim ramadanvibes ramadanh ramadankareem
@bursasyariah;Kepala Eksekutif Pengawas Perilaku Pelaku Usaha Jasa Keuangan, Edukasi, dan Pelindungan Konsumen Otoritas Jasa Keuangan (OJK), Friderica Widyasari Dewi, mengatakan penguatan keuangan syariah dapat dilakukan melalui sinergi dan kolaborasi dengan berbagai pihak.;2024-04-08 06:09:47+00:00;netral;kepala eksekutif pengawas perilaku pelaku usaha jasa keuangan edukasi pelindungan konsumen otoritas jasa keuangan ojk friderica widyasari dewi penguatan keuangan syariah sinergi kolaborasi
@flxwerangels;Ada gila2nya Indodana ngakalin peraturan OJK. 1. Kalau udah bilang gak setuju, apa jaminannya bakal ditanggepin? 2. Peraturan penagihan itu warisan dari peraturan BI terkait penagihan kartu kredit. Gaada cerita bank ngakalin peraturan sampe segininya. Pinjol emang atur negara?;2024-04-08 05:48:08+00:00;netral;gilanya indodana ngakalin peraturan ojk udah bilang gak setuju jaminannya ditanggepin peraturan penagihan warisan peraturan bi terkait penagihan kartu kredit gaada cerita bank ngakalin peraturan sampe segininya pinjol emang atur negara
@Bbylaa62;Info yang sangat nenarik min, terima kasih Dari video tsb dipetik 4 poin: 1. Pahami kebutuhan dan kemampun 2. Buat rencana pengeluaran 3. Bawa uang secukupnya 4. Jika ada kebutuhan mendesak manfaatkan produk dan pembiayaan dari lembaga jasa keuangan yang berizin dan diawasi OJK;2024-04-08 05:24:09+00:00;netral;info nenarik min terima kasih video tsb dipetik poin pahami kebutuhan kemampun rencana pengeluaran bawa uang kebutuhan mendesak manfaatkan produk pembiayaan lembaga jasa keuangan berizin diawasi ojk
@TiyarmanGulo;Check out 'OJK Inisiasi Pembentukan Database Polis Asuransi Nasional: Langkah Maju Menuju Industri Asuransi yang Lebih Transparan dan Terintegrasi' on Respon Radio Padang website https://responradio.com/ojk-inisiasi-pembentukan-database-polis-asuransi-nasional-langkah-maju-menuju-industri-asuransi-yang-lebih-transparan-dan-terintegrasi/…;2024-04-08 05:16:42+00:00;netral;check out ojk inisiasi pembentukan database polis asuransi nasional langkah maju industri asuransi transparan terintegrasi on respon radio padang website
@kredivo;@r_kapau @Partono_ADjem yang tertera tanggal, jam, nominal serta nomor virtual account ke email Kredivo, Dan menanggapi pernyataan mengenai fc saat ini Kredivo hanya menjalankan ketentuan yang diterbitkan OJK sebagai regulator #3;2024-04-08 05:11:06+00:00;netral;tertera tanggal jam nominal nomor virtual account email kredivo menanggapi pernyataan fc kredivo menjalankan ketentuan diterbitkan ojk regulator
@dgresaurus;now: mikirin cara magang di BEI next: mikirin cara magang di OJK MANIFESTING;2024-04-08 05:10:53+00:00;netral;now mikirin magang bei next mikirin magang ojk manifesting
@logikakalsehat;Wah bener juga sih, tapi BI dan OJK begitu sih ngitungnya;2024-04-08 04:56:59+00:00;netral;bener sih bi ojk sih ngitungnya
@produkmarketfit;Semua dompet digital emg bukan di bawah pengawasan OJK, mereka diawasi sama Bank Indonesia.;2024-04-08 04:31:58+00:00;netral;dompet digital emg pengawasan ojk diawasi bank indonesia
@hdljunior;Mungkin bisa mati kak kalo udah abis masa aktifnya, cuma kan ada iuran tahunan dan itu masuknya jadi hutang nasabah, dan sayangnya tercatat juga di Slik OJK, kalo gak dibayar score credit kita jadi jelek huhuhu;2024-04-08 04:21:54+00:00;sangat negatif;mati kak kalo udah abis aktifnya iuran tahunan masuknya hutang nasabah sayangnya tercatat slik ojk kalo gak dibayar score credit jelek huhuhu
@neodoyies;aman kok, dia diawasi OJK. aku juga lagi pake;2024-04-16 23:36:56+00:00;positif;aman diawasi ojk pake
@LumbungSaham;Rencana PT Trisula Textile Industries Tbk (BELL) untuk menjual #saham treasuri sebanyak 20.764.800 saham pada 21 Februari 2024 hingga selesai, dihentikan. Dalam Peratuan OJK No. 29/2023, penjualan saham treasuri tidak dapat dilaksanakan bersamaan dengan masa pembelian kembali.;2024-04-16 23:05:00+00:00;negatif;rencana pt trisula textile industry tbk bell menjual saham treasuri saham februari selesai dihentikan peratuan ojk no penjualan saham treasuri dilaksanakan bersamaan pembelian
@ibnuramdha2000;Lapor polisi atau OJK atau Kominfo biar ditangkap pelaku penipuan berkedok solusi aplikasi dana.;2024-04-16 22:56:26+00:00;sangat negatif;lapor polisi ojk kominfo biar ditangkap pelaku penipuan berkedok solusi aplikasi dana
@gemasulawesi;Ekonom menyatakan jika OJK perlu untuk memperhatikan kondisi individual bank di dalam negeri karena nilai tukar rupiah sedang melemah. #AbdulManapPulungan #OJK;2024-04-16 22:26:18+00:00;netral;ekonom ojk memperhatikan kondisi individual bank negeri nilai tukar rupiah melemah abdulmanappulungan ojk
@wolfhunnie_94;Gue jg ada, makanya gue selalu blg kepercayaan itu paling nomer 1. Kl ada pasti dipinjemin. Punya bbrp sobat yg kreditnya ok wkwkwkw dah kek ojk. Kalo blg tgl sekian selalu tepat, dn saat kita yg butuh dia jg ngasih klo lg ada. Kaya gini saling bantu yg ril no drama;2024-04-16 18:16:04+00:00;netral;gue jg gue blg kepercayaan nomer kl dipinjemin bbrp sobat yg kreditnya ok wkwkwkw dah kek ojk kalo blg tgl sekian dn yg butuh jg ngasih klo lg kaya gini bantu yg ril no drama
@tiknokuli;Apa business tsb sudah direstui OJK mangOts?;2024-04-16 17:24:02+00:00;netral;business tsb direstui ojk mangots
@dotpierces;mauk mauk;2024-04-16 16:55:33+00:00;netral;mauk mauk
@dotpierces;parah bingitzz siehh kamuhh;2024-04-16 16:47:04+00:00;netral;parah bingitzz siehh kamuhh
@dotpierces;udah bjir, lu yang belom bales dm gua;2024-04-16 16:44:24+00:00;netral;udah bjir lu belom bale dm gua
@dotpierces;bakar rumah nanti rame;2024-04-16 16:42:17+00:00;netral;bakar rumah rame
@sinnerap0va;@janniksin hhmm ojk?;2024-04-16 16:37:11+00:00;netral;hhmm ojk
@Mfthrrzkk;@NUgarislucu mending lo mandi kembang sama nyarungin pohon beringin aja deh kalo kebanyakan ngetwit ketauan goblok dasar jawir;2024-04-16 16:25:35+00:00;netral;mending lo mandi kembang nyarungin pohon beringin aja deh kalo kebanyakan ngetwit ketauan goblok dasar jawir
@naksirsugaa;menengo man giman ojk rame ae kon iku;2024-04-16 16:17:27+00:00;netral;menengo man giman ojk rame ae kon iku
@bukanhadee;gapapa ada @halooais;2024-04-16 15:54:54+00:00;netral;gapapa
@bukanhadee;setelah di pikir”;2024-04-16 15:54:26+00:00;netral;pikir
@bukanhadee;doanya ya bos diy;2024-04-16 15:35:18+00:00;netral;doanya ya bos diy
@bukanhadee;emas perak kelap kelip;2024-04-16 15:34:53+00:00;netral;emas perak kelap kelip
@xen8zu;tbtb kepikiran pulsa sos tsel masuk ke ojk apa kaga (nunggak 2 bulan);2024-04-16 15:19:03+00:00;netral;tbtb kepikiran pulsa so tsel masuk ojk kaga nunggak
@bstgirlfriend;Ya Allah kacau bgt udh Laporin ke OJK kak?;2024-04-16 15:08:47+00:00;netral;ya allah kacau bgt udh laporin ojk kak
@Pengendiemaja;Lihat JULO dari iklan, ternyata proses pengajuannya sangat mudah dan praktis. Sudah coba 3 kali tarik dana untuk modal usaha dan semuanya memuaskan. Thanks Julo Pinjaman Uang Online yang OJK dan Terpercaaya link download cepet ACC: https://julo.onelink.me/1mYI/Referral;2024-04-16 15:00:00+00:00;positif;lihat julo iklan prose pengajuannya mudah praktis coba kali tarik dana modal usaha memuaskan thanks julo pinjaman uang online ojk terpercaaya link download cepet acc
@claytoflorench;Terlalu banyak orang yang ketipu online. Terutama pinjol tidak terdaftar di ojk huft;2024-04-16 14:43:15+00:00;negatif;orang ketipu online pinjol terdaftar ojk huft
@Mfthrrzkk;pemerhati bukan berarti pelaku;2024-04-16 14:22:16+00:00;netral;pemerhati pelaku
@Mfthrrzkk;"komen di postingan public ""masyallah"" di dm pap titid";2024-04-16 14:12:35+00:00;netral;komen postingan public masyallah dm pap titid
@Mfthrrzkk;cowo outfit baju koko gamisan;2024-04-16 14:03:42+00:00;netral;cowo outfit baju koko gamisan
@yasarchives;Duhhh kan dah banyak peringatan kalo dana tuh gak aman, banyak penipuan. Dia dah gak ditanggung ojk lagii;2024-04-16 13:26:50+00:00;positif;duhhh dah peringatan kalo dana tuh gak aman penipuan dah gak ditanggung ojk lagii
@nauval_12;Bukannya lu di OJK ya meh?;2024-04-16 13:15:05+00:00;netral;lu ojk ya meh
@shiseora;untuk magang di ojk itu gimana ya kak? tertarik banget magang di ojk, tapi ga ada pengalaman makanya mau cari-cari pengalaman.;2024-04-16 13:12:23+00:00;positif;magang ojk gimana ya kak tertarik banget magang ojk ga pengalaman caricari pengalaman
@sashaiella;haloo kakk, apa boleh saling follow? trs apa masih boleh nanya² seputar magang ojk kak?;2024-04-16 13:11:03+00:00;netral;haloo kakk follow trs nanya² seputar magang ojk kak
@UGM_FESS;yujiem : enak ya anak soshum kalau ujian bisa mengarang bebas FEB : sekalinya mengarang bebas disemprot OJK, disidak BPK, diringkus KPK;2024-04-16 12:51:54+00:00;netral;yujiem enak ya anak soshum ujian mengarang bebas feb sekalinya mengarang bebas disemprot ojk disidak bpk diringkus kpk
@nauval_12;Resign dari OJK?;2024-04-16 12:37:41+00:00;netral;resign ojk
@qibiillll;Danaa udh gadijamin ojk skrgg, better pindah ke ewallet laindeh;2024-04-16 12:37:41+00:00;netral;danaa udh gadijamin ojk skrgg better pindah ewallet laindeh
@worksfess;Work! Loker apa aja yang ada cek slik ojk?;2024-04-16 12:30:26+00:00;netral;work loker aja cek slik ojk
@antarabiz;Ekonom: OJK perlu perhatikan internal bank di tengah gejolak rupiah;2024-04-16 12:23:34+00:00;netral;ekonom ojk perhatikan internal bank gejolak rupiah
@libccallpacks;duit hasil pelanggaran dan duit hasil kejahatan... bisa adem kalo yang nangkep OJK.;2024-04-16 12:00:25+00:00;netral;duit hasil pelanggaran duit hasil kejahatan adem kalo nangkep ojk
@libccallpacks;OJK korban malpractice transgender namanya juga!!;2024-04-16 11:55:59+00:00;positif;ojk korban malpractice transgender namanya
@kazqkazq;Ojk gupuhi aku ngedate Kro @.rin;2024-04-16 11:42:23+00:00;netral;ojk gupuhi ngedate kro rin
@bukanhadee;tidur;2024-04-16 11:38:48+00:00;netral;tidur
@Pengendiemaja;list pinjol legal dari OJK yang terbukti bisa mencairkan dana instan silakan dibaca thread dibawah https://x.com/Pengendiemaja/status/1581849977113874432?s=24…;2024-04-16 11:35:00+00:00;netral;list pinjol legal ojk terbukti mencairkan dana instan silakan dibaca thread dibawah
@yhunitaa_;Kalo aku sih prefer ke mandiri aja karna uda terbukti aman dan diawasi ojk;2024-04-16 11:29:42+00:00;positif;kalo sih prefer mandiri aja karna uda terbukti aman diawasi ojk
@Bimbimcakep;Mandiri aja deh yang uda terdaftar di ojk;2024-04-16 11:27:05+00:00;netral;mandiri aja deh uda terdaftar ojk
@Macho90El;Jd gini ,..diatasnya taipan2 itu adalagi..org2 lokal, bisa dihitung jari, ningrat, di cek di OJK BI checking ga bakal terdeteksi, seberapa kaya? Utang RI bs mereka lunasi saat ini juga;2024-04-16 11:13:03+00:00;netral;jd gini diatasnya taipan adalagiorg lokal dihitung jari ningrat cek ojk bi checking ga terdeteksi kaya utang ri b lunasi
@psnghnmyboo;terserah dah bah kon ngilokno hybe, bah kon ngilokno belift GA NGURUS NJENGG!! sukur ojk nyenggol utowo nyeret enhypen anyingg!!;2024-04-16 11:09:36+00:00;netral;terserah dah bah kon ngilokno hybe bah kon ngilokno belift ga ngurus njengg sukur ojk nyenggol utowo nyeret enhypen anyingg
@HaOlafyou;Itu tuh wa nya emang isinya template gitu ya bilang mau dateng/ bawa SLIK ojk gitu², selalu kasi jam pembayaran gitu;2024-04-16 11:02:39+00:00;netral;tuh wa nya emang isinya template gitu ya bilang dateng bawa slik ojk gitu² kasi jam pembayaran gitu
@sikapiuangmu;Pelaku Usaha Jasa Keuangan (PUJK) memiliki kewajiban membuat RIPLAY sebagaimana pedoman yang telah ditetapkan oleh OJK, yang bertujuan untuk membantu Sobat dalam menentukan Produk dan/atau Layanan jasa keuangan yang akan digunakan agar sesuai dengan kebutuhan dan kemampuan.;2024-04-16 10:56:22+00:00;netral;pelaku usaha jasa keuangan pujk memiliki kewajiban riplay pedoman ditetapkan ojk bertujuan membantu sobat menentukan produk danatau layanan jasa keuangan sesuai kebutuhan kemampuan
@ribkadel;kayaknya seumur idupku baru kali ini aku tersenyum dapet email dari ojk;2024-04-16 10:47:31+00:00;netral;kayaknya seumur idupku kali tersenyum dapet email ojk
@sukasahi;Dana kan enggak diawasi OJK, seremm;2024-04-16 10:41:59+00:00;netral;dana diawasi ojk seremm
@Pengendiemaja;Tanpa NPWP Dan Slip Gaji Cair Hitungan Menit. EasyCash Pinjaman Online yang udah OJK dan Legal. Monggo ini infonya,;2024-04-16 10:40:00+00:00;positif;npwp slip gaji cair hitungan menit easycash pinjaman online udah ojk legal monggo infonya
@mixtomax77;Wes ngerti paulo maene kok sek di pasang ae mbah ojk salahno pelatih tok rek asisten iku pisan wong taktike jelas asisten e ikut campur;2024-04-16 10:09:57+00:00;negatif;wes ngerti paulo maene sek pasang ae mbah ojk salahno pelatih tok rek asisten iku pisan taktike asisten e campur
@Mirna_ojk;hadir kak;2024-04-16 10:07:51+00:00;netral;hadir kak
@temponewsroom;Apa kata OJK soal aturan penerbitan obligasi daerah? #MajalahTempo;2024-04-16 10:00:06+00:00;netral;ojk aturan penerbitan obligasi daerah majalahtempo
@dantsus;Lohhhhhh makanya bumn banyak sulapan ya seolah kinerja moncreng. Penghutang enak saja kagak bayar disulap ada bayar. Slik @ojkindonesia lancar tenang karena pengawas OJK juga sudah kerja sama semuanya. Ayok ikutan hutang ratusan milyar kerjasama terus ngemplang ajah kagak bayar.;2024-04-16 09:32:40+00:00;netral;lohhhhhh bumn sulapan ya kinerja moncreng penghutang enak kagak bayar disulap bayar slik lancar tenang pengawas ojk kerja ayok ikutan hutang ratusan milyar kerjasama ngemplang ajah kagak bayar
@bukanhadee;cokk valian gumun matkul ku ngaji”;2024-04-16 09:09:02+00:00;netral;cokk valian gumun matkul ku ngaji
@Media_Asuransi;Deputi Direktur Peng awasan Asuransi Jiwa Syariah, Direktorat Pengawasan Asuransi dan Reasuransi Syariah (DPSS) OJK, Asep Hikayat, menjelaskan bahwa OJK telah menyediakan sejumlah insentif untuk unit syariah asuransi yang berencana melakukan spin off.;2024-04-16 08:38:54+00:00;netral;deputi direktur peng awasan asuransi jiwa syariah direktorat pengawasan asuransi reasuransi syariah dpss ojk asep hikayat ojk menyediakan insentif unit syariah asuransi berencana spin off
@jokitpatoefl;Testimoni juga payment untuk PIP UNPAD persersiapan PPDS UNPAD dan PSIKOTES OJK tahap 2 kemarin. Butuh bantuan bisa hubungin kami fast respon testimoni banyak. hanya di kami pelayanan dan saran akan selalu kami berikan kepada klien kami. #jokitpabappenas #jokitpa;2024-04-16 08:19:09+00:00;netral;testimoni payment pip unpad persersiapan ppds unpad psikotes ojk tahap kemarin butuh bantuan hubungin fast respon testimoni pelayanan saran klien jokitpabappenas jokitpa
@bursasyariah;Data Otoritas Jasa Keuangan (OJK) mencatat awal 2024, jumlah pembiayaan bermasalah (NPF) dari Bank Umum Syariah (BUS) dan Unit Usaha Syariah (UUS) meningkat secara year to date (YtD) menjadi Rp11.751 triliun per Januari 2024, dibandingkan dengan Rp1.596 triliun per Desember 2023.;2024-04-16 08:07:28+00:00;negatif;data otoritas jasa keuangan ojk mencatat pembiayaan bermasalah npf bank syariah bus unit usaha syariah uus meningkat year to date ytd rp triliun januari dibandingkan rp triliun desember
@KabarMakassarr;OJK Catat Industri Perbankan Bertahan Stabil Meski Berakhirnya Restrukturisasi Kredit;2024-04-16 08:01:59+00:00;netral;ojk catat industri perbankan bertahan stabil restrukturisasi kredit
@omPalembang;@ojkindonesia Saya ingin mengadukan dugaan kecurangan yang dilakukan manulife. Tagihan premi tiba-tiba naik, padahal kalau dibreakdown di sistem website Manulife sendiri tidak sama nominalnya. Mohon sekiranya OJK melakukan pengawasan terhadap dugaan praktek kecurangan asuransi.;2024-04-16 07:55:57+00:00;negatif;mengadukan dugaan kecurangan manulife tagihan premi tibatiba dibreakdown sistem website manulife nominalnya mohon ojk pengawasan dugaan praktek kecurangan asuransi
@Pengendiemaja;Gais jangan dong pake pinjol ilegal ! kalo beneran butuh cari yang trusted dilindungi OJK. Ini aku rekomendasiin salah satu yng pernah aku pake;2024-04-16 07:30:00+00:00;negatif;gais pake pinjol ilegal kalo beneran butuh cari trusted dilindungi ojk rekomendasiin salah yng pake
@SoulOfZundanese;Bjjiirrr OJK dimonyet²in;2024-04-16 07:10:46+00:00;netral;bjjiirrr ojk dimonyet²in
@eDzulfikar;Ada peningkatan sih disini, mayoritas uda bener. Yap yg jadi pengawas bank adalah OJK Ngawasin apa aja? Bisa dicek di https://ojk.go.id/id/kanal/perbankan/ikhtisar-perbankan/Pages/Peraturan-dan-Pengawasan-Perbankan.aspx… Bedakah dengan BI? Berdasar UU no 4 tahun 2023, beda. Sila cek pic soal tugas BI dan OJK.;2024-04-16 07:01:33+00:00;netral;peningkatan sih mayoritas uda bener yap yg pengawas bank ojk ngawasin aja dicek bedakah bi berdasar uu no beda sila cek pic tugas bi ojk
@bukanhadee;antem”an ae lek ngene;2024-04-16 06:55:06+00:00;netral;anteman ae lek ngene
@ayovestid;Ayovest sudah berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) yaa Belajar investasi atau keuangan di @ayovestid aja biar lebih mudah! #ayovest #ayoinvestasi #investasi #reksadana #APERD;2024-04-16 06:47:29+00:00;netral;ayovest berizin diawasi otoritas jasa keuangan ojk yaa belajar investasi keuangan aja biar mudah ayovest ayoinvestasi investasi reksadana aperd
@Yunus86;Ya ws. OJK kerjo ws. Tak gantenan e;2024-04-16 06:45:45+00:00;netral;ya w ojk kerjo w gantenan e
@bukanhadee;semangt;2024-04-16 06:39:09+00:00;netral;semangt
@akusukaco;Maret yudisium;2024-04-16 06:35:18+00:00;netral;maret yudisium
